Time (Sec);S52;S64;S63;S62;S65;S53;S54;S82;S76;S71;S78;S79;S84;S70;S77;S83;S51;S69;S67;S66;S68;S72;S81;S75;S50;S74;S80;S73;
0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;
0.10666666666666669;99.9736768;99.97916799999999;99.97916799999999;99.9736768;99.98259999999999;99.9702448;99.9668128;99.986032;99.98259999999999;99.9702448;99.98259999999999;99.989464;99.986032;99.989464;99.98259999999999;99.98259999999999;99.9702448;99.97916799999999;99.97916799999999;99.97230399999998;99.98259999999999;99.97230399999998;99.97916799999999;99.97916799999999;19160.0;99.98259999999999;99.986032;99.98259999999999;
0.21333333333333337;99.95710320000002;99.97906799999998;99.97906799999998;99.95710320000002;99.98249999999999;99.95367120000002;99.95023920000001;99.98593199999999;99.98249999999999;99.95367120000002;99.98249999999999;99.989364;99.98593199999999;99.989364;99.98249999999999;99.98249999999999;99.95367120000002;99.97906799999998;99.97906799999998;99.97220399999998;99.98249999999999;99.97220399999998;99.97906799999998;99.97906799999998;19160.0;99.98249999999999;99.98593199999999;99.98249999999999;
0.3062746666666666;99.94052960000003;99.97896799999998;99.97896799999998;99.94052960000003;99.98239999999998;99.93709760000003;99.93366560000003;99.98583199999999;99.98239999999998;99.93709760000003;99.98239999999998;99.989364;99.98583199999999;99.989364;99.98239999999998;99.98239999999998;99.93709760000003;99.97896799999998;99.97896799999998;99.97210399999997;99.98239999999998;99.97210399999997;99.97896799999998;99.97896799999998;19160.0;99.98239999999998;99.98583199999999;99.98239999999998;
0.41294133333333316;99.92395600000005;99.97886799999998;99.97886799999998;99.92395600000005;99.98229999999998;99.92052400000004;99.91709200000004;99.98583199999999;99.98229999999998;99.92052400000004;99.98229999999998;99.989364;99.98583199999999;99.989364;99.98229999999998;99.98229999999998;99.92052400000004;99.97886799999998;99.97886799999998;99.97200399999997;99.98229999999998;99.97200399999997;99.97886799999998;99.97886799999998;19160.0;99.98229999999998;99.98583199999999;99.98229999999998;
0.5066666666666666;99.91150080000006;99.97876799999997;99.97876799999997;99.91150080000006;99.98229999999998;99.90806880000005;99.90463680000005;99.98583199999999;99.98229999999998;99.90806880000005;99.98229999999998;99.98926399999999;99.98583199999999;99.98926399999999;99.98229999999998;99.98229999999998;99.90806880000005;99.97876799999997;99.97876799999997;99.97190399999997;99.98229999999998;99.97190399999997;99.97876799999997;99.97876799999997;19160.0;99.98229999999998;99.98583199999999;99.98229999999998;
0.6133333333333334;99.89492720000007;99.97876799999997;99.97876799999997;99.89492720000007;99.98229999999998;99.89149520000007;99.88806320000006;99.98573199999998;99.98229999999998;99.89149520000007;99.98229999999998;99.98926399999999;99.98573199999998;99.98926399999999;99.98229999999998;99.98229999999998;99.89149520000007;99.97876799999997;99.97876799999997;99.97180399999996;99.98229999999998;99.97180399999996;99.97876799999997;99.97876799999997;19160.0;99.98229999999998;99.98573199999998;99.98229999999998;
0.7062746666666669;99.87835360000008;99.97876799999997;99.97876799999997;99.87835360000008;99.98219999999998;99.87492160000008;99.87148960000007;99.98573199999998;99.98219999999998;99.87492160000008;99.98219999999998;99.98926399999999;99.98573199999998;99.98926399999999;99.98219999999998;99.98219999999998;99.87492160000008;99.97876799999997;99.97876799999997;99.97170399999996;99.98219999999998;99.97170399999996;99.97876799999997;99.97876799999997;19160.0;99.98219999999998;99.98573199999998;99.98219999999998;
0.8000000000000004;99.86589840000009;99.97866799999997;99.97866799999997;99.86589840000009;99.98219999999998;99.86246640000009;99.85903440000008;99.98573199999998;99.98219999999998;99.86246640000009;99.98219999999998;99.98916399999999;99.98573199999998;99.98916399999999;99.98219999999998;99.98219999999998;99.86246640000009;99.97866799999997;99.97866799999997;99.97170399999996;99.98219999999998;99.97170399999996;99.97866799999997;99.97866799999997;19160.0;99.98219999999998;99.98573199999998;99.98219999999998;
0.9066666666666672;99.8493248000001;99.97866799999997;99.97866799999997;99.8493248000001;99.98219999999998;99.8458928000001;99.8424608000001;99.98563199999998;99.98219999999998;99.8458928000001;99.98219999999998;99.98916399999999;99.98563199999998;99.98916399999999;99.98219999999998;99.98219999999998;99.8458928000001;99.97866799999997;99.97866799999997;99.97170399999996;99.98219999999998;99.97170399999996;99.97866799999997;99.97866799999997;19160.0;99.98219999999998;99.98563199999998;99.98219999999998;
