Time (Sec);S52;S64;S63;S62;S65;S53;S54;S82;S76;S71;S78;S79;S84;S70;S77;S83;S51;S69;S67;S66;S68;S72;S81;S75;S50;S74;S80;S73;
0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;
0.1;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;99.53413119999998;19160.0;99.53413119999998;99.53413119999998;99.53413119999998;
0.2;97.1618327999998;97.1618327999998;97.1618327999998;97.29362159999981;97.29362159999981;97.2277271999998;97.2277271999998;97.42541039999982;97.35951599999981;97.29362159999981;97.42541039999982;97.49130479999982;97.42541039999982;97.42541039999982;97.35951599999981;97.29362159999981;97.29362159999981;97.2277271999998;97.29362159999981;97.1618327999998;97.29362159999981;97.1618327999998;97.29362159999981;97.29362159999981;19160.0;97.35951599999981;97.42541039999982;97.35951599999981;
0.30206133333333296;95.11900639999965;95.11900639999965;95.11900639999965;95.25079519999966;95.25079519999966;95.18490079999965;95.18490079999965;95.38258399999967;95.31668959999966;95.25079519999966;95.38258399999967;95.44847839999967;95.38258399999967;95.38258399999967;95.31668959999966;95.25079519999966;95.25079519999966;95.18490079999965;95.25079519999966;95.11900639999965;95.25079519999966;95.11900639999965;95.25079519999966;95.25079519999966;19160.0;95.31668959999966;95.38258399999967;95.31668959999966;
0.4020613333333321;93.1420743999995;93.1420743999995;93.1420743999995;93.27386319999951;93.27386319999951;93.2079687999995;93.2079687999995;93.40565199999952;93.33975759999952;93.27386319999951;93.40565199999952;93.47154639999953;93.40565199999952;93.40565199999952;93.33975759999952;93.27386319999951;93.27386319999951;93.2079687999995;93.27386319999951;93.1420743999995;93.27386319999951;93.1420743999995;93.27386319999951;93.27386319999951;19160.0;93.33975759999952;93.40565199999952;93.33975759999952;
0.5020613333333321;91.16514239999935;91.16514239999935;91.16514239999935;91.29693119999936;91.29693119999936;91.23103679999936;91.23103679999936;91.42871999999937;91.36282559999937;91.29693119999936;91.42871999999937;91.49461439999938;91.42871999999937;91.42871999999937;91.36282559999937;91.29693119999936;91.29693119999936;91.23103679999936;91.29693119999936;91.16514239999935;91.29693119999936;91.16514239999935;91.29693119999936;91.29693119999936;19160.0;91.36282559999937;91.42871999999937;91.36282559999937;
0.600000000000001;89.25410479999921;89.25410479999921;89.25410479999921;89.38589359999922;89.38589359999922;89.31999919999922;89.31999919999922;89.51768239999923;89.45178799999923;89.38589359999922;89.51768239999923;89.58357679999924;89.51768239999923;89.51768239999923;89.45178799999923;89.38589359999922;89.38589359999922;89.31999919999922;89.38589359999922;89.25410479999921;89.38589359999922;89.25410479999921;89.38589359999922;89.38589359999922;19160.0;89.45178799999923;89.51768239999923;89.45178799999923;
0.7000000000000028;87.27717279999906;87.27717279999906;87.27717279999906;87.40896159999907;87.40896159999907;87.34306719999907;87.34306719999907;87.54075039999908;87.47485599999908;87.40896159999907;87.54075039999908;87.60664479999909;87.54075039999908;87.54075039999908;87.47485599999908;87.40896159999907;87.40896159999907;87.34306719999907;87.40896159999907;87.27717279999906;87.40896159999907;87.27717279999906;87.40896159999907;87.40896159999907;19160.0;87.47485599999908;87.54075039999908;87.47485599999908;
0.8000000000000038;85.30024079999892;85.30024079999892;85.30024079999892;85.43202959999893;85.43202959999893;85.36613519999892;85.36613519999892;85.56381839999894;85.49792399999893;85.43202959999893;85.56381839999894;85.62971279999894;85.56381839999894;85.56381839999894;85.49792399999893;85.43202959999893;85.43202959999893;85.36613519999892;85.43202959999893;85.30024079999892;85.43202959999893;85.30024079999892;85.43202959999893;85.43202959999893;19160.0;85.49792399999893;85.56381839999894;85.49792399999893;
0.9000000000000061;83.32330879999877;83.32330879999877;83.32330879999877;83.45509759999878;83.45509759999878;83.38920319999878;83.38920319999878;83.58688639999879;83.52099199999878;83.45509759999878;83.58688639999879;83.6527807999988;83.58688639999879;83.58688639999879;83.52099199999878;83.45509759999878;83.45509759999878;83.38920319999878;83.45509759999878;83.32330879999877;83.45509759999878;83.32330879999877;83.45509759999878;83.45509759999878;19160.0;83.52099199999878;83.58688639999879;83.52099199999878;
1.0000000000000067;81.34637679999862;81.34637679999862;81.34637679999862;81.47816559999863;81.47816559999863;81.41227119999863;81.41227119999863;81.60995439999864;81.54405999999864;81.47816559999863;81.60995439999864;81.67584879999865;81.60995439999864;81.60995439999864;81.54405999999864;81.47816559999863;81.47816559999863;81.41227119999863;81.47816559999863;81.34637679999862;81.47816559999863;81.34637679999862;81.47816559999863;81.47816559999863;19160.0;81.54405999999864;81.60995439999864;81.54405999999864;
1.1000000000000025;79.36944479999848;79.36944479999848;79.36944479999848;79.50123359999849;79.50123359999849;79.43533919999848;79.43533919999848;79.6330223999985;79.56712799999849;79.50123359999849;79.6330223999985;79.6989167999985;79.6330223999985;79.6330223999985;79.56712799999849;79.50123359999849;79.50123359999849;79.43533919999848;79.50123359999849;79.36944479999848;79.50123359999849;79.36944479999848;79.50123359999849;79.50123359999849;19160.0;79.56712799999849;79.6330223999985;79.56712799999849;
1.2020613333333319;77.32661839999832;77.32661839999832;77.32661839999832;77.45840719999833;77.45840719999833;77.39251279999833;77.39251279999833;77.59019599999834;77.52430159999834;77.45840719999833;77.59019599999834;77.65609039999835;77.59019599999834;77.59019599999834;77.52430159999834;77.45840719999833;77.45840719999833;77.39251279999833;77.45840719999833;77.32661839999832;77.45840719999833;77.32661839999832;77.45840719999833;77.45840719999833;19160.0;77.52430159999834;77.59019599999834;77.52430159999834;
1.3020613333333289;75.34968639999818;75.34968639999818;75.34968639999818;75.48147519999819;75.48147519999819;75.41558079999818;75.41558079999818;75.6132639999982;75.54736959999819;75.48147519999819;75.6132639999982;75.6791583999982;75.6132639999982;75.6132639999982;75.54736959999819;75.48147519999819;75.48147519999819;75.41558079999818;75.48147519999819;75.34968639999818;75.48147519999819;75.34968639999818;75.48147519999819;75.48147519999819;19160.0;75.54736959999819;75.6132639999982;75.54736959999819;
1.4020613333333245;73.37275439999803;73.37275439999803;73.37275439999803;73.50454319999804;73.50454319999804;73.43864879999803;73.43864879999803;73.63633199999805;73.57043759999804;73.50454319999804;73.63633199999805;73.70222639999805;73.63633199999805;73.63633199999805;73.57043759999804;73.50454319999804;73.50454319999804;73.43864879999803;73.50454319999804;73.37275439999803;73.50454319999804;73.37275439999803;73.50454319999804;73.50454319999804;19160.0;73.57043759999804;73.63633199999805;73.57043759999804;
